account_id,mrr,arr,seats_licensed,employee_count,tenure_days,days_until_renewal,mrr_per_seat,plan_tier_encoded,region_APAC,region_EMEA,avg_monthly_logins,avg_active_user_ratio,avg_feature_adoption_pct,avg_data_processed_gb,total_api_calls,has_api_integration,months_observed,login_trend_pct,logins_mom_change,total_tickets,avg_resolution_hours,avg_csat_score,pct_high_critical_tickets,tickets_last_90d,days_since_last_ticket,days_since_critical_ticket,ticket_velocity_ratio,last_nps_score,nps_trend,avg_nps_score,nps_response_count,churned
ACC-0883,632.37,7588.44,3,38,633,-273,210.79,0,False,False,33.4167,0.5278,0.3229,32.665,0.0,0.0,12.0,0.1122,4.0,8.0,65.625,3.5,0.125,3.0,17.0,999.0,1.499,5.0,0.0,5.0,0.0,0
ACC-0884,525.38,6304.56,2,37,726,-366,262.69,0,False,True,21.8333,0.5,0.4375,22.2867,0.0,0.0,12.0,0.0154,1.0,14.0,29.5,3.636,0.071,3.0,59.0,226.0,0.857,5.0,0.0,5.0,1.0,0
ACC-0885,2061.89,24742.68,13,147,902,-542,158.61,1,False,True,287.5,0.6856,0.3274,19.8333,0.0,0.0,12.0,-0.0125,28.0,7.0,41.857,3.0,0.429,2.0,20.0,999.0,1.142,8.0,-2.0,9.0,2.0,0
ACC-0886,2221.93,26663.16,13,160,939,-219,170.92,1,True,False,305.0,0.8524,0.5178,29.3217,64639.0,1.0,12.0,0.0258,58.0,19.0,24.211,3.824,0.263,3.0,2.0,71.0,0.631,6.0,0.0,6.33,3.0,0
ACC-0887,798.45,9581.4,1,43,184,536,798.45,0,False,False,13.1667,0.1667,0.5208,30.5083,0.0,0.0,6.0,-0.0732,0.0,2.0,17.0,4.0,0.0,1.0,26.0,999.0,0.999,7.0,0.0,7.0,3.0,0
ACC-0888,574.88,6898.56,2,20,457,263,287.44,0,True,False,36.75,0.5,0.1562,29.2067,0.0,0.0,12.0,0.0833,6.0,11.0,26.455,3.333,0.182,2.0,56.0,999.0,0.727,10.0,0.0,10.0,2.0,0
ACC-0889,392.32,4707.84,1,26,357,3,392.32,0,True,False,17.4545,0.0,0.2841,19.1509,0.0,0.0,11.0,0.0577,-1.0,6.0,11.5,3.667,0.333,3.0,34.0,104.0,1.832,7.0,0.0,7.0,1.0,0
ACC-0890,3647.0,43764.0,13,70,701,-341,280.54,1,False,False,242.75,0.4873,0.607,17.18,57327.0,1.0,12.0,0.0767,-29.0,33.0,27.909,3.464,0.303,12.0,1.0,67.0,1.454,8.0,2.0,7.0,2.0,0
ACC-0891,18014.37,216172.44,42,3955,1046,-686,428.91,2,True,False,540.8,0.4928,0.395,20.453,28917.0,1.0,10.0,-0.522,-259.0,152.0,18.414,2.685,0.467,3.0,84.0,108.0,0.066,4.0,1.0,3.5,2.0,1
ACC-0892,413.46,4961.52,1,36,701,-341,413.46,0,False,False,17.0833,0.0,0.3333,22.1317,0.0,0.0,12.0,0.1087,-2.0,9.0,22.778,3.6,0.333,4.0,36.0,81.0,1.777,7.0,-2.0,8.0,2.0,0
ACC-0893,288.47,3461.64,2,45,554,-194,144.24,0,False,True,26.7778,0.2778,0.3333,19.2111,0.0,0.0,9.0,-0.463,-8.0,21.0,27.048,2.75,0.476,0.0,124.0,199.0,0.0,3.0,0.0,3.0,1.0,1
ACC-0894,922.76,11073.12,9,290,178,182,102.53,1,False,False,234.4,0.5782,0.6284,20.816,0.0,0.0,5.0,-0.0237,-9.0,13.0,16.077,3.455,0.077,8.0,17.0,999.0,1.026,6.0,0.0,6.0,1.0,0
ACC-0895,11189.02,134268.24,96,514,299,61,116.55,2,False,False,1795.5556,0.6261,0.3389,30.2978,57310.0,1.0,9.0,-0.0514,31.0,38.0,28.895,3.677,0.342,8.0,15.0,17.0,0.632,5.0,-1.0,5.5,2.0,0
ACC-0896,1733.08,20796.96,5,219,544,-184,346.62,1,False,False,107.0,0.4333,0.4526,26.1792,61543.0,1.0,12.0,0.0677,-5.0,34.0,24.294,3.533,0.265,11.0,8.0,164.0,1.294,6.0,0.0,6.0,2.0,0
ACC-0897,660.85,7930.2,3,35,538,-178,220.28,0,False,False,24.8333,0.333,0.1771,21.1508,0.0,0.0,12.0,0.0429,-2.0,13.0,31.538,3.625,0.077,3.0,25.0,999.0,0.923,6.0,2.0,4.67,3.0,0
ACC-0898,555.79,6669.48,3,37,179,541,185.26,0,False,False,14.3333,0.111,0.1667,6.9067,0.0,0.0,3.0,0.0,-10.0,5.0,3.0,2.333,0.4,0.0,114.0,114.0,0.0,4.0,0.0,4.0,1.0,1
ACC-0899,220.13,2641.56,3,23,428,-68,73.38,0,False,False,30.4167,0.667,0.3125,21.3075,0.0,0.0,12.0,0.0449,-6.0,18.0,49.167,3.667,0.167,6.0,8.0,999.0,1.333,5.0,0.0,5.0,3.0,0
ACC-0900,255.19,3062.28,1,30,713,-353,255.19,0,False,False,14.5,0.0,0.2625,21.776,0.0,0.0,10.0,-0.5763,-7.0,21.0,16.905,2.947,0.571,1.0,86.0,131.0,0.159,3.0,0.0,3.0,1.0,1
ACC-0901,583.87,7006.44,3,6,385,-25,194.62,0,False,True,54.8333,0.5278,0.3333,29.9342,0.0,0.0,12.0,0.1321,-6.0,11.0,31.0,3.6,0.273,4.0,34.0,999.0,1.454,7.0,0.0,7.33,3.0,0
ACC-0902,257.68,3092.16,3,30,277,83,85.89,0,False,True,24.6,0.1998,0.2,10.686,0.0,0.0,5.0,-0.41,-15.0,6.0,3.667,2.6,0.5,0.0,158.0,160.0,0.0,2.0,0.0,2.0,2.0,1
ACC-0903,724.76,8697.12,1,41,161,199,724.76,0,True,False,15.6,0.0,0.475,26.904,0.0,0.0,5.0,0.0652,0.0,10.0,17.3,3.667,0.2,3.0,63.0,153.0,0.5,8.0,0.0,8.0,1.0,0
ACC-0904,683.51,8202.12,3,40,581,-221,227.84,0,False,True,44.6667,0.667,0.5521,27.0342,0.0,0.0,12.0,0.0078,-3.0,12.0,35.167,3.375,0.25,4.0,47.0,999.0,1.333,4.0,0.0,4.0,2.0,0
ACC-0905,612.87,7354.44,1,22,259,461,612.87,0,True,False,13.875,0.125,0.2031,17.1475,0.0,0.0,8.0,0.1282,0.0,5.0,17.0,3.0,0.4,3.0,28.0,28.0,1.599,6.0,0.0,5.33,3.0,0
ACC-0906,8125.27,97503.24,34,533,277,443,238.98,2,False,False,810.0,0.9282,0.2778,26.1078,0.0,0.0,9.0,0.1956,81.0,28.0,20.857,3.818,0.429,7.0,9.0,56.0,0.75,7.0,0.0,6.75,4.0,0
ACC-0907,426.81,5121.72,1,9,527,193,426.81,0,False,True,17.5833,0.0,0.1771,22.3375,0.0,0.0,12.0,-0.0385,0.0,8.0,20.0,3.571,0.25,3.0,6.0,999.0,1.499,9.0,0.0,9.0,1.0,0
ACC-0908,215.45,2585.4,3,40,230,490,71.82,0,False,True,53.5714,0.7146,0.5714,21.2171,0.0,0.0,7.0,0.0927,-3.0,6.0,22.667,3.2,0.0,3.0,1.0,999.0,1.166,7.0,0.0,7.0,1.0,0
ACC-0909,4273.21,51278.52,59,1504,391,329,72.43,2,False,False,856.3333,0.7132,0.5125,25.17,42307.0,1.0,12.0,-0.4646,-248.0,86.0,22.047,2.943,0.535,24.0,13.0,30.0,1.116,6.0,0.0,6.0,1.0,1
ACC-0910,457.33,5487.96,3,27,159,561,152.44,0,True,False,54.6,0.667,0.25,38.448,0.0,0.0,5.0,0.0562,3.0,4.0,56.75,4.333,0.5,1.0,15.0,94.0,0.416,8.0,-1.0,8.5,2.0,0
ACC-0911,222.69,2672.28,4,32,264,96,55.67,0,False,True,28.0,0.45,0.3,11.96,0.0,0.0,5.0,-0.3077,-12.0,20.0,17.3,2.0,0.3,0.0,109.0,139.0,0.0,5.0,0.0,5.0,0.0,1
ACC-0912,9396.0,112752.0,118,997,314,46,79.63,2,False,False,1601.0,0.8127,0.36,25.671,51336.0,1.0,10.0,0.075,-266.0,69.0,22.58,3.686,0.304,22.0,1.0,161.0,1.063,10.0,1.0,9.5,2.0,0
ACC-0913,23024.82,276297.84,126,2118,827,-467,182.74,2,False,True,2625.5,0.7289,0.65,32.325,70864.0,1.0,12.0,-0.0001,550.0,47.0,22.489,3.537,0.213,11.0,8.0,225.0,0.936,5.0,0.0,5.0,1.0,0
ACC-0914,23825.99,285911.88,80,1289,249,111,297.82,2,False,False,1057.25,0.6094,0.275,22.4875,46299.0,1.0,8.0,0.0138,121.0,23.0,22.13,3.684,0.391,7.0,14.0,71.0,0.812,4.0,0.0,4.0,1.0,0
ACC-0915,2918.01,35016.12,7,37,807,-447,416.86,1,False,True,96.5833,0.5592,0.232,26.2375,0.0,0.0,12.0,0.1123,-4.0,21.0,41.476,3.737,0.333,6.0,2.0,31.0,1.143,5.0,0.0,5.0,0.0,0
ACC-0916,478.81,5745.72,3,45,233,127,159.6,0,True,False,29.8571,0.4284,0.1964,31.6143,0.0,0.0,7.0,0.0,2.0,14.0,39.286,4.167,0.214,7.0,2.0,999.0,1.166,8.0,1.0,8.0,3.0,0
ACC-0917,618.79,7425.48,3,45,323,37,206.26,0,True,False,59.7,0.333,0.6,31.175,0.0,0.0,10.0,0.135,-2.0,17.0,31.294,3.818,0.118,4.0,2.0,999.0,0.784,8.0,-2.0,9.0,2.0,0
ACC-0918,12597.17,151166.04,99,4397,786,-426,127.24,2,False,False,1816.6667,0.8258,0.5417,30.7692,0.0,0.0,12.0,-0.058,130.0,72.0,30.542,3.707,0.25,15.0,18.0,85.0,0.833,8.0,2.0,7.0,3.0,0
ACC-0919,790.67,9488.04,1,21,580,140,790.67,0,False,False,18.3333,0.0,0.4375,25.4833,0.0,0.0,12.0,0.02,-1.0,10.0,21.4,3.444,0.2,1.0,60.0,145.0,0.4,7.0,-1.0,8.0,3.0,0
ACC-0920,2539.51,30474.12,22,41,333,27,115.43,1,False,False,348.7,0.8274,0.5142,28.975,0.0,0.0,10.0,-0.0271,18.0,12.0,22.583,4.556,0.25,4.0,46.0,999.0,1.111,6.0,-2.0,7.33,3.0,0
ACC-0921,2605.42,31265.04,17,271,190,170,153.26,1,True,False,458.3333,0.5683,0.607,18.34,0.0,0.0,6.0,0.0385,-87.0,1.0,1.0,1.0,0.0,0.0,125.0,999.0,0.0,9.0,2.0,8.0,2.0,0
ACC-0922,624.67,7496.04,3,23,622,98,208.22,0,True,False,59.0,0.7225,0.3333,31.0592,0.0,0.0,12.0,0.0,-4.0,5.0,27.2,4.0,0.2,0.0,101.0,999.0,0.0,10.0,0.0,10.0,1.0,0
ACC-0923,681.88,8182.56,4,15,498,222,170.47,0,False,False,49.8182,0.3864,0.4318,13.9764,0.0,0.0,11.0,-0.5026,-21.0,24.0,20.833,2.682,0.417,6.0,48.0,147.0,0.917,0.0,-3.0,1.33,3.0,1
ACC-0924,957.76,11493.12,5,75,627,-267,191.55,1,False,True,84.0,0.3778,0.3017,19.6289,0.0,0.0,9.0,-0.5871,-33.0,48.0,22.771,2.513,0.375,0.0,116.0,140.0,0.0,2.0,0.0,2.0,1.0,1
ACC-0925,580.08,6960.96,2,49,557,163,290.04,0,True,False,36.1667,0.5,0.5625,24.59,0.0,0.0,12.0,0.0,6.0,1.0,15.0,5.0,1.0,0.0,304.0,999.0,0.0,9.0,1.0,8.75,4.0,0
ACC-0926,4784.41,57412.92,180,3865,553,-193,26.58,2,False,False,3185.25,0.7407,0.6,22.2208,0.0,0.0,12.0,-0.0044,479.0,69.0,24.623,3.815,0.232,17.0,5.0,212.0,0.985,5.0,0.0,5.0,2.0,0
ACC-0927,7442.33,89307.96,192,4562,765,-405,38.76,2,False,True,2315.8333,0.9137,0.4708,34.3517,66972.0,1.0,12.0,0.1282,215.0,31.0,22.452,3.375,0.323,5.0,18.0,18.0,0.645,5.0,0.0,5.0,0.0,0
ACC-0928,736.26,8835.12,3,43,279,441,245.42,0,True,False,27.0,0.5557,0.1806,29.7233,0.0,0.0,9.0,0.0667,4.0,6.0,36.667,4.0,0.0,1.0,15.0,999.0,0.5,8.0,0.0,8.33,3.0,0
ACC-0929,2714.58,32574.96,9,283,755,-395,301.62,1,False,False,99.8571,0.4603,0.204,24.1529,24059.0,1.0,7.0,-0.4739,-37.0,42.0,19.786,2.8,0.5,0.0,165.0,168.0,0.0,5.0,0.0,5.0,0.0,1
ACC-0930,14841.2,178094.4,144,4392,386,334,103.06,2,False,False,1557.5833,0.7153,0.6792,26.9142,47596.0,1.0,12.0,0.1079,202.0,60.0,22.567,3.909,0.3,10.0,19.0,91.0,0.667,8.0,0.0,8.0,1.0,0
ACC-0931,612.98,7355.76,4,12,280,440,153.24,0,False,False,72.4444,0.5,0.3056,31.6722,0.0,0.0,9.0,-0.0493,-1.0,10.0,33.6,3.625,0.3,3.0,17.0,999.0,0.9,10.0,2.0,9.33,3.0,0
ACC-0932,17750.29,213003.48,168,3367,283,77,105.66,2,False,False,2199.3333,0.9141,0.3111,32.6444,70043.0,1.0,9.0,0.0784,-126.0,28.0,36.679,3.889,0.25,10.0,8.0,31.0,1.071,6.0,0.0,6.0,2.0,0
ACC-0933,623.18,7478.16,1,24,310,410,623.18,0,False,True,8.7,0.0,0.225,21.181,0.0,0.0,10.0,-0.6842,-3.0,5.0,20.0,3.2,0.2,1.0,83.0,83.0,0.666,5.0,2.0,4.0,2.0,1
ACC-0934,616.11,7393.32,3,6,325,35,205.37,0,False,False,53.7,0.5668,0.5625,23.62,0.0,0.0,10.0,0.0,8.0,11.0,27.455,3.778,0.364,2.0,9.0,145.0,0.606,5.0,0.0,5.0,0.0,0
ACC-0935,9712.05,116544.6,40,4503,505,215,242.8,2,False,False,691.0833,0.8438,0.675,19.1625,55713.0,1.0,12.0,0.0416,-29.0,54.0,25.759,4.073,0.241,10.0,6.0,357.0,0.741,7.0,-1.0,7.67,3.0,0
ACC-0936,1483.42,17801.04,24,267,927,-567,61.81,1,False,False,672.3333,0.6111,0.4822,25.5817,0.0,0.0,12.0,0.0448,-7.0,35.0,28.943,3.333,0.229,11.0,3.0,29.0,1.257,4.0,-2.0,5.0,3.0,0
ACC-0937,265.57,3186.84,3,30,611,-251,88.52,0,True,False,39.375,0.3331,0.3906,19.5137,0.0,0.0,8.0,-0.4873,-21.0,19.0,37.474,2.556,0.263,0.0,122.0,251.0,0.0,2.0,-2.0,3.0,2.0,1
ACC-0938,2243.16,26917.92,9,107,545,175,249.24,1,False,True,195.9167,0.4534,0.226,19.5175,46179.0,1.0,12.0,-0.0083,-12.0,12.0,35.75,4.125,0.25,5.0,26.0,100.0,1.666,10.0,0.0,10.0,1.0,0
ACC-0939,776.16,9313.92,4,32,225,135,194.04,0,False,True,39.7143,0.4286,0.4464,22.18,0.0,0.0,7.0,0.0,0.0,5.0,41.8,4.6,0.0,1.0,5.0,999.0,0.466,9.0,1.0,8.5,2.0,0
ACC-0940,6575.19,78902.28,23,2675,1218,-858,285.88,2,True,False,456.25,0.79,0.4417,27.6583,77076.0,1.0,12.0,0.0203,90.0,49.0,25.98,3.825,0.245,10.0,10.0,77.0,0.816,9.0,2.0,8.33,3.0,0
ACC-0941,542.4,6508.8,2,26,667,-307,271.2,0,False,False,40.75,0.5,0.1875,23.6583,0.0,0.0,12.0,0.0078,4.0,8.0,42.5,4.714,0.125,3.0,11.0,999.0,1.499,6.0,-2.0,7.0,2.0,0
ACC-0942,3137.33,37647.96,14,72,596,-236,224.1,1,False,False,296.4167,0.4763,0.238,21.1683,62550.0,1.0,12.0,0.1024,0.0,16.0,25.312,4.0,0.312,3.0,4.0,98.0,0.75,5.0,0.0,5.0,0.0,0
ACC-0943,2130.48,25565.76,10,245,1007,-647,213.05,1,False,False,264.5833,0.8833,0.3215,30.1517,59537.0,1.0,12.0,-0.0407,-18.0,22.0,23.818,4.294,0.318,7.0,10.0,43.0,1.272,5.0,0.0,5.0,1.0,0
ACC-0944,15178.39,182140.68,22,3755,1075,-355,689.93,2,False,False,454.6667,0.9017,0.5833,26.5208,35227.0,1.0,12.0,0.1874,-50.0,33.0,21.303,3.458,0.364,10.0,5.0,156.0,1.212,5.0,0.0,5.33,3.0,0
ACC-0945,23123.5,277482.0,157,2675,923,-563,147.28,2,False,False,2751.0,0.8913,0.3792,30.4075,50017.0,1.0,12.0,-0.0137,-307.0,72.0,23.861,3.706,0.306,16.0,2.0,18.0,0.889,7.0,3.0,5.5,2.0,0
ACC-0946,857.79,10293.48,18,136,256,104,47.66,1,False,False,476.0,0.6251,0.5801,24.605,34042.0,1.0,8.0,0.0131,23.0,26.0,29.0,3.545,0.231,9.0,18.0,999.0,0.923,6.0,0.0,6.0,2.0,0
ACC-0947,577.34,6928.08,3,40,503,-143,192.45,0,True,False,48.5833,0.6392,0.1875,22.9575,0.0,0.0,12.0,0.1103,2.0,18.0,19.0,3.714,0.389,5.0,5.0,5.0,1.111,5.0,0.0,5.0,2.0,0
ACC-0948,667.02,8004.24,2,13,431,-71,333.51,0,False,True,26.8333,0.5,0.1771,21.0117,0.0,0.0,12.0,0.037,-1.0,5.0,16.6,2.8,0.2,2.0,69.0,999.0,1.599,9.0,0.0,9.0,2.0,0
ACC-0949,2093.27,25119.24,20,215,396,-36,104.66,1,False,False,391.4167,0.7042,0.25,25.1733,58007.0,1.0,12.0,-0.0063,37.0,22.0,29.545,3.579,0.227,5.0,10.0,119.0,0.909,6.0,0.0,6.0,2.0,0
ACC-0950,668.75,8025.0,3,39,221,139,222.92,0,False,False,56.5714,0.3807,0.4643,22.1743,0.0,0.0,7.0,0.1037,-3.0,5.0,23.8,3.2,0.4,2.0,16.0,999.0,0.933,4.0,0.0,4.33,3.0,0
ACC-0951,2031.87,24382.44,15,105,315,45,135.46,1,False,True,239.0,0.8934,0.3858,18.18,0.0,0.0,10.0,-0.0161,-17.0,16.0,14.062,3.643,0.188,2.0,3.0,999.0,0.417,8.0,0.0,8.0,1.0,0
ACC-0952,417.91,5014.92,3,30,532,-172,139.3,0,True,False,34.8333,0.667,0.1562,19.5992,0.0,0.0,12.0,0.0481,-3.0,3.0,63.333,4.0,0.0,0.0,190.0,999.0,0.0,9.0,-1.0,9.5,2.0,0
ACC-0953,1755.04,21060.48,10,117,580,-220,175.5,1,True,False,103.3333,0.6333,0.3571,16.7956,33478.0,1.0,9.0,-0.5169,-56.0,42.0,21.667,2.394,0.548,0.0,92.0,104.0,0.0,4.0,-3.0,5.67,3.0,1
ACC-0954,10065.01,120780.12,180,1429,211,149,55.92,2,False,True,1390.0,0.3844,0.2,13.564,0.0,0.0,5.0,-0.3315,-947.0,11.0,13.545,2.875,0.455,1.0,77.0,131.0,0.151,0.0,0.0,0.0,1.0,1
ACC-0955,324.37,3892.44,1,39,505,-145,324.37,0,False,False,6.875,0.0,0.375,23.5088,0.0,0.0,8.0,-0.5667,-4.0,14.0,25.571,2.222,0.5,0.0,174.0,192.0,0.0,4.0,1.0,3.5,2.0,1
ACC-0956,6329.32,75951.84,109,4919,306,54,58.07,2,False,False,1427.7,0.5367,0.63,31.666,28027.0,1.0,10.0,0.1136,160.0,20.0,22.6,4.235,0.2,7.0,22.0,22.0,1.166,5.0,1.0,4.67,3.0,0
ACC-0957,23457.5,281490.0,176,4946,813,-453,133.28,2,False,True,3987.5833,0.8944,0.3167,19.2033,68174.0,1.0,12.0,0.1555,555.0,25.0,29.32,4.143,0.32,7.0,13.0,13.0,1.12,8.0,1.0,7.33,3.0,0
ACC-0958,640.04,7680.48,2,39,454,266,320.02,0,True,False,16.25,0.5417,0.4375,24.0817,0.0,0.0,12.0,0.0213,-4.0,13.0,14.231,4.3,0.385,4.0,40.0,53.0,1.23,10.0,1.0,9.25,4.0,0
ACC-0959,3921.44,47057.28,19,277,808,-448,206.39,1,False,True,280.5833,0.6361,0.5712,26.9367,64566.0,1.0,12.0,0.1053,-46.0,26.0,27.615,3.895,0.192,6.0,18.0,96.0,0.923,6.0,0.0,6.0,1.0,0
ACC-0960,1110.14,13321.68,9,78,316,404,123.35,1,False,False,139.2,0.6115,0.5927,18.336,56175.0,1.0,10.0,0.1092,-10.0,11.0,19.545,3.75,0.182,1.0,25.0,132.0,0.303,6.0,-1.0,6.67,3.0,0
ACC-0961,1951.72,23420.64,9,298,1072,-352,216.86,1,False,True,127.3333,0.5651,0.4645,31.0367,61401.0,1.0,12.0,0.071,-3.0,8.0,37.875,4.286,0.0,2.0,17.0,999.0,1.0,9.0,1.0,8.25,4.0,0
ACC-0962,348.32,4179.84,4,16,609,111,87.08,0,True,False,55.0,0.3571,0.125,14.95,0.0,0.0,7.0,-0.4352,-24.0,10.0,11.6,2.6,0.6,0.0,167.0,256.0,0.0,2.0,1.0,1.5,2.0,1
ACC-0963,690.13,8281.56,3,18,393,327,230.04,0,False,True,41.75,0.3749,0.3281,16.9288,0.0,0.0,8.0,-0.4356,-19.0,20.0,20.4,3.385,0.45,0.0,136.0,144.0,0.0,2.0,0.0,2.0,1.0,1
ACC-0964,1228.03,14736.36,13,289,273,87,94.46,1,False,True,248.1111,0.4702,0.3097,23.46,54556.0,1.0,9.0,0.0474,-2.0,20.0,24.6,3.588,0.15,3.0,7.0,206.0,0.45,7.0,0.0,7.0,1.0,0
ACC-0965,633.76,7605.12,2,24,614,106,316.88,0,False,True,25.5,0.5,0.3125,25.575,0.0,0.0,12.0,0.0132,-2.0,3.0,1.667,4.0,1.0,1.0,25.0,129.0,1.332,8.0,0.0,8.0,1.0,0
ACC-0966,1026.93,12323.16,9,130,982,-622,114.1,1,False,True,116.6364,0.414,0.3961,20.5618,49876.0,1.0,11.0,-0.5302,-50.0,50.0,13.82,2.474,0.48,7.0,56.0,71.0,0.513,2.0,-1.0,2.5,2.0,1
ACC-0967,625.21,7502.52,3,7,332,28,208.4,0,False,False,38.4,0.667,0.1625,30.069,0.0,0.0,10.0,0.0174,4.0,11.0,28.364,4.0,0.182,4.0,55.0,999.0,1.212,6.0,-1.0,7.0,3.0,0
ACC-0968,3954.95,47459.4,17,82,341,19,232.64,1,True,False,417.6364,0.9037,0.4677,28.5591,53997.0,1.0,11.0,0.045,-22.0,20.0,22.3,4.0,0.2,3.0,5.0,16.0,0.55,7.0,-1.0,7.5,2.0,0
ACC-0969,14394.64,172735.68,145,1459,1022,-662,99.27,2,False,False,2453.9167,0.5425,0.3667,20.1942,72420.0,1.0,12.0,-0.033,-99.0,32.0,20.0,3.84,0.219,7.0,34.0,310.0,0.875,6.0,1.0,5.33,3.0,0
ACC-0970,2587.59,31051.08,12,213,487,-127,215.63,1,False,True,144.1667,0.7916,0.381,29.4908,58066.0,1.0,12.0,0.0726,-5.0,21.0,30.714,3.611,0.333,8.0,11.0,62.0,1.524,8.0,0.0,8.25,4.0,0
ACC-0971,3811.09,45733.08,15,243,307,413,254.07,1,False,False,394.2,0.4933,0.4716,23.514,65486.0,1.0,10.0,-0.042,-84.0,14.0,13.929,2.909,0.357,8.0,21.0,52.0,1.904,6.0,0.0,6.0,2.0,0
ACC-0972,207.46,2489.52,1,18,673,-313,207.46,0,False,True,13.6667,0.0,0.3229,24.3458,0.0,0.0,12.0,0.0256,3.0,10.0,14.3,4.286,0.4,3.0,25.0,80.0,1.2,7.0,3.0,5.5,2.0,0
ACC-0973,21516.91,258202.92,93,670,324,396,231.36,2,False,True,1473.1,0.6709,0.42,27.141,41004.0,1.0,10.0,-0.0196,247.0,57.0,27.86,3.717,0.263,14.0,9.0,72.0,0.819,10.0,0.0,10.0,1.0,0
ACC-0974,687.62,8251.44,1,45,302,418,687.62,0,False,False,13.2222,0.0,0.3194,28.8633,0.0,0.0,9.0,0.0263,-1.0,8.0,77.125,3.857,0.0,2.0,30.0,999.0,0.75,9.0,1.0,8.0,3.0,0
ACC-0975,2778.71,33344.52,23,266,887,-527,120.81,1,False,False,563.6667,0.5725,0.5296,23.1708,80000.0,1.0,12.0,-0.0151,-76.0,35.0,32.629,3.724,0.343,12.0,8.0,16.0,1.371,8.0,2.0,7.67,3.0,0
ACC-0976,302.46,3629.52,3,27,332,28,100.82,0,False,True,21.3333,0.222,0.25,17.7117,0.0,0.0,6.0,-0.439,-11.0,42.0,19.0,2.897,0.548,0.0,128.0,132.0,0.0,2.0,0.0,2.0,1.0,1
ACC-0977,9416.73,113000.76,111,379,268,452,84.84,2,False,True,2120.5,0.6692,0.625,23.2425,38063.0,1.0,8.0,-0.1177,168.0,33.0,24.939,3.556,0.273,14.0,9.0,999.0,1.131,6.0,1.0,5.67,3.0,0
ACC-0978,19028.92,228347.04,28,1448,1108,-748,679.6,2,False,False,629.6667,0.5684,0.6667,23.3733,53512.0,1.0,12.0,0.0059,83.0,22.0,28.364,3.368,0.091,7.0,13.0,999.0,1.272,8.0,-2.0,9.0,3.0,0
ACC-0979,3780.91,45370.92,17,42,589,131,222.41,1,True,False,428.8333,0.5489,0.3274,25.3508,59542.0,1.0,12.0,-0.0201,-6.0,8.0,51.875,4.0,0.25,3.0,54.0,54.0,1.499,6.0,1.0,5.75,4.0,0
ACC-0980,2015.87,24190.44,5,280,820,-460,403.17,1,False,False,60.0,0.3167,0.2678,18.7017,0.0,0.0,12.0,-0.5067,-20.0,42.0,14.048,2.824,0.286,9.0,22.0,43.0,0.857,4.0,-2.0,5.0,2.0,1
ACC-0981,647.54,7770.48,4,9,543,-183,161.88,0,False,True,36.0833,0.5833,0.3021,27.8667,0.0,0.0,12.0,0.1262,3.0,5.0,43.0,3.5,0.2,0.0,102.0,999.0,0.0,8.0,-1.0,8.33,3.0,0
ACC-0982,722.9,8674.8,1,18,498,222,722.9,0,False,False,12.4167,0.0,0.4479,24.0708,0.0,0.0,12.0,0.0,1.0,7.0,24.0,2.833,0.0,2.0,57.0,999.0,1.142,6.0,0.0,6.0,1.0,0
ACC-0983,400.29,4803.48,3,48,706,-346,133.43,0,False,True,57.0,0.778,0.1771,29.6533,0.0,0.0,12.0,0.0793,-11.0,10.0,14.5,3.714,0.1,5.0,7.0,185.0,1.999,9.0,0.0,8.67,3.0,0
ACC-0984,2608.23,31298.76,12,267,171,189,217.35,1,False,False,26.0,0.083,0.071,5.67,199.0,1.0,1.0,0.0,0.0,2.0,13.0,1.5,0.0,0.0,143.0,999.0,0.0,5.0,0.0,5.0,0.0,1
ACC-0985,766.99,9203.88,4,35,177,543,191.75,0,False,True,7.0,0.0,0.125,2.27,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.7,1.0,0.0,164.0,164.0,0.0,5.0,0.0,5.0,0.0,1
ACC-0986,2504.59,30055.08,18,42,472,-112,139.14,1,True,False,424.8333,0.6068,0.5832,21.9625,44652.0,1.0,12.0,-0.0105,-29.0,18.0,29.056,3.308,0.278,9.0,8.0,90.0,2.0,9.0,1.0,8.67,3.0,0
ACC-0987,231.44,2777.28,4,26,442,278,57.86,0,True,False,53.0909,0.4318,0.3636,25.7818,0.0,0.0,11.0,-0.3944,-20.0,10.0,19.4,2.333,0.5,1.0,71.0,245.0,0.367,4.0,-1.0,4.5,2.0,1
ACC-0988,1153.31,13839.72,19,100,801,-441,60.7,1,False,False,461.4167,0.9122,0.4644,25.3075,53357.0,1.0,12.0,0.0364,-127.0,18.0,18.167,4.0,0.333,4.0,8.0,315.0,0.889,9.0,0.0,9.0,3.0,0
ACC-0989,679.54,8154.48,1,48,157,203,679.54,0,False,True,4.4,0.0,0.125,15.274,0.0,0.0,5.0,-0.3529,-3.0,15.0,22.133,2.182,0.333,5.0,12.0,137.0,0.555,4.0,0.0,4.0,1.0,1
ACC-0990,2747.91,32974.92,20,149,874,-514,137.4,1,True,False,368.8333,0.75,0.3274,27.7483,62889.0,1.0,12.0,0.0775,10.0,27.0,18.556,4.095,0.222,6.0,7.0,105.0,0.889,9.0,-1.0,8.75,4.0,0
